Ward,Year,TimeSlot,Month,Crime_Count,Latitude,Longitude
30,2009,Night,9,1,22.54061327,88.27084375
30,2016,Morning,10,3,22.5406292,88.28693229
30,2011,Night,2,1,22.54064149,88.29351087
30,2019,Afternoon,5,1,22.54066086,88.29844007
30,2016,Night,10,1,22.54067442,88.29351119
30,2002,Afternoon,10,99,22.54069194,88.28235117
34,2020,Evening,6,2,22.54071417,88.35906981
30,2014,Night,11,1,22.54071638,88.27824743
30,2003,Evening,5,1,22.54072021,88.27855576
30,2022,Morning,11,4,22.54072044,88.28998829
34,2023,Morning,9,9,22.54074479,88.3596473
30,2002,Evening,10,128,22.54077191,88.28256281
30,2001,Afternoon,5,1,22.54079095,88.29427574
30,2025,Morning,11,10,22.54080246,88.28142185
30,2002,Night,11,37,22.54081606,88.28103164
30,2024,Night,6,1,22.54084468,88.28949405
60,2023,Afternoon,2,2,22.54091019,88.33942727
30,2004,Night,11,2,22.54093462,88.29707749
30,2019,Afternoon,11,2,22.54093933,88.28006531
31,2001,Afternoon,5,1,22.54094073,88.30581622
30,2012,Afternoon,2,1,22.54094168,88.29778223
33,2001,Evening,12,1,22.54094731,88.36671899
30,2009,Morning,2,1,22.54100775,88.30267156
30,2002,Afternoon,11,67,22.54104201,88.28555596
29,2003,Morning,11,4,22.54104749,88.2560901
30,2023,Evening,9,71,22.54104785,88.28265764
60,2003,Evening,5,1,22.54105757,88.34165295
30,2023,Morning,10,68,22.54108328,88.28676738
31,2023,Morning,2,1,22.54109603,88.30893743
30,2023,Night,7,3,22.5411378,88.27355932
30,2022,Night,6,2,22.54115926,88.27867665
34,2025,Morning,11,3,22.54116898,88.36129061
33,2001,Afternoon,10,1,22.54121594,88.37032973
34,2023,Morning,11,12,22.54129378,88.36021235
33,2018,Afternoon,11,3,22.54130198,88.37017287
34,2023,Afternoon,10,23,22.54132242,88.3609134
30,2002,Morning,9,75,22.54144941,88.28562609
34,2023,Evening,11,21,22.54147105,88.35969308
30,2008,Morning,7,1,22.54149135,88.27394974
30,2024,Afternoon,4,1,22.54156369,88.2727356
60,2004,Night,12,1,22.54156389,88.34695075
30,2020,Night,8,1,22.54157436,88.28249477
30,2025,Afternoon,11,16,22.54158033,88.28720913
30,2002,Afternoon,12,82,22.54160937,88.28429771
30,2016,Evening,11,1,22.54162248,88.30217856
30,2022,Evening,2,1,22.54162264,88.28371375
30,2007,Morning,8,1,22.54162669,88.30240615
30,2007,Morning,12,1,22.54162819,88.30263005
30,2024,Afternoon,2,1,22.54163295,88.28736571
30,2004,Afternoon,1,2,22.54164574,88.28084556
30,2001,Morning,9,1,22.54164845,88.28249549
33,2024,Afternoon,4,1,22.54169398,88.3759908
31,2014,Morning,7,1,22.54173338,88.31798727
30,2018,Afternoon,12,1,22.54173785,88.29225913
30,2008,Evening,10,1,22.5417521,88.27394122
30,2004,Afternoon,5,1,22.54179007,88.28370804
30,2017,Morning,8,1,22.54182719,88.29347852
33,2023,Morning,12,1,22.54185847,88.36893482
30,2009,Evening,9,1,22.54194002,88.29837938
30,2008,Afternoon,7,1,22.54196555,88.2652595
30,2023,Night,2,1,22.54199651,88.28004348
31,2010,Night,3,1,22.54200974,88.30944581
30,2021,Evening,4,2,22.54201231,88.28418463
31,2024,Morning,6,1,22.54201438,88.30959634
30,2006,Evening,9,1,22.54201685,88.26905501
30,2010,Night,9,1,22.54205415,88.28004037
30,2007,Evening,1,1,22.54206129,88.28125895
60,2024,Night,1,1,22.5420656,88.34795075
30,2018,Evening,8,1,22.54211486,88.28856691
30,2022,Night,9,1,22.54212219,88.28369658
30,2015,Night,7,1,22.54217091,88.28734894
30,2023,Morning,1,1,22.54221421,88.29346398
30,2022,Morning,8,1,22.54236723,88.29705866
30,2019,Afternoon,3,1,22.54239629,88.26839796
30,2001,Night,12,2,22.54241531,88.29001991
30,2015,Morning,9,1,22.54255053,88.28061038
30,2015,Morning,1,1,22.54255424,88.28094074
30,2020,Morning,1,1,22.54255664,88.28201982
30,2024,Night,1,1,22.5425589,88.28210792
30,2022,Evening,3,1,22.54258486,88.28440576
33,2003,Evening,8,1,22.54259924,88.36673717
33,2003,Morning,9,1,22.54259924,88.36673717
30,2020,Evening,1,1,22.5426179,88.28690553
34,2016,Afternoon,4,1,22.54265348,88.35469197
31,2017,Afternoon,9,1,22.54267284,88.30816792
30,2008,Morning,3,1,22.54267939,88.29171418
34,2023,Night,10,18,22.54274733,88.35967394
30,2022,Night,4,1,22.54277907,88.29949247
30,2003,Night,12,1,22.54278889,88.30019359
30,2010,Evening,10,1,22.54281217,88.30192252
29,2017,Afternoon,2,2,22.54283417,88.25817304
33,2001,Evening,9,1,22.5428509,88.36686839
30,2006,Night,9,2,22.54291759,88.28428236
33,2002,Night,3,1,22.5430494,88.3667201
33,2006,Evening,3,1,22.5430494,88.3667201
29,2023,Night,6,2,22.54313369,88.25913939
34,2022,Afternoon,2,2,22.54317027,88.35929826
30,2015,Evening,11,1,22.54325748,88.29834109
31,2021,Evening,11,2,22.54326637,88.31646176
33,2022,Morning,11,1,22.54331213,88.36549711
30,2015,Night,4,1,22.54334812,88.30079375
30,2019,Night,6,1,22.54337326,88.28122026
30,2007,Night,5,1,22.54338807,88.28000186
30,2021,Night,3,1,22.5434664,88.28731387
30,2019,Night,12,1,22.54348262,88.30324319
34,2025,Afternoon,11,10,22.54352489,88.36005011
31,2022,Evening,6,1,22.54357856,88.30814769
34,2021,Afternoon,1,1,22.54364471,88.36092755
30,2003,Afternoon,7,1,22.54369384,88.29981722
30,2014,Evening,6,1,22.54371282,88.29342003
30,2016,Afternoon,11,1,22.54371408,88.29219416
30,2021,Night,7,1,22.5437216,88.30222156
30,2008,Evening,1,1,22.54372759,88.30262169
30,2022,Night,12,1,22.5437345,88.29097581
31,2008,Evening,11,1,22.54386038,88.31169241
30,2004,Evening,5,2,22.54398535,88.28943162
34,2018,Evening,4,1,22.54415281,88.36175892
34,2023,Afternoon,8,1,22.54425004,88.35524511
30,2001,Evening,7,2,22.54429229,88.28724151
34,2023,Afternoon,9,21,22.54434373,88.3603845
30,2014,Evening,1,1,22.54442966,88.28680576
34,2002,Night,2,1,22.5445103,88.35758228
30,2020,Night,7,2,22.5445366,88.29503192
31,2020,Night,12,1,22.54454036,88.32283154
30,2021,Morning,1,1,22.5445577,88.29646376
33,2006,Afternoon,11,1,22.54464407,88.36667891
33,2006,Afternoon,12,1,22.54464407,88.36667891
30,2001,Morning,11,2,22.54466446,88.28723779
33,2022,Night,12,1,22.54485986,88.36995894
31,2001,Evening,11,1,22.54490812,88.31805282
33,2009,Morning,10,1,22.54492403,88.36667098
33,2023,Night,5,1,22.54492799,88.36825663
29,2008,Evening,9,1,22.54493608,88.2603141
29,2010,Night,6,3,22.54495968,88.27145398
29,2018,Afternoon,9,2,22.54500998,88.26140123
33,2004,Evening,3,1,22.54501735,88.36666834
31,2002,Morning,2,3,22.54510541,88.31707739
33,2025,Morning,9,1,22.54513982,88.36995102
33,2001,Afternoon,6,2,22.54515154,88.36738369
29,2018,Night,2,1,22.54516033,88.26412975
30,2023,Afternoon,4,2,22.54516926,88.28299407
31,2015,Night,8,1,22.54521105,88.32216678
31,2023,Afternoon,7,4,22.54522412,88.31157779
31,2023,Afternoon,5,3,22.54524708,88.323013
30,2001,Night,11,1,22.54525632,88.28618618
34,2007,Afternoon,11,1,22.54545278,88.36009207
29,2005,Night,5,1,22.54545445,88.26246982
34,2016,Evening,11,1,22.54546508,88.3607749
30,2005,Morning,9,1,22.54547687,88.29748224
30,2020,Night,2,1,22.54550635,88.29463428
33,2002,Afternoon,3,1,22.54552174,88.37474515
33,2015,Morning,1,1,22.54552174,88.37474515
33,2023,Afternoon,3,1,22.54552174,88.37474515
33,2001,Morning,11,1,22.54552317,88.3700874
34,2022,Morning,12,5,22.5455416,88.36064441
30,2023,Night,3,1,22.54557434,88.28725004
33,2005,Evening,5,1,22.54561627,88.37012146
31,2017,Night,7,1,22.54563967,88.30957427
31,2022,Morning,12,4,22.54565506,88.31587135
30,2003,Morning,6,1,22.54576098,88.28724452
30,2007,Evening,10,1,22.54577037,88.28602602
31,2002,Night,1,2,22.5458663,88.32725357
33,2001,Evening,5,1,22.54587735,88.36649795
33,2001,Night,10,1,22.54587735,88.36649795
34,2015,Evening,9,1,22.54593598,88.36050842
29,2005,Afternoon,10,1,22.54596994,88.26359781
29,2009,Night,10,1,22.54596994,88.26359781
29,2001,Afternoon,6,1,22.54603525,88.26108416
31,2012,Night,5,2,22.54607872,88.31297021
33,2001,Morning,9,1,22.54615729,88.36649369
29,2003,Night,11,1,22.54617072,88.27950016
29,2002,Morning,2,2,22.54618192,88.2608506
34,2023,Evening,8,1,22.54621953,88.36171176
30,2023,Night,5,1,22.54623314,88.28570753
31,2001,Morning,11,1,22.54626998,88.32032044
30,2025,Afternoon,5,1,22.54627445,88.28919855
30,2022,Morning,2,1,22.54627689,88.28925364
30,2001,Morning,2,1,22.54631767,88.30025445
30,2013,Morning,11,1,22.54635131,88.29418749
30,2005,Afternoon,4,1,22.54636952,88.29585773
30,2005,Night,7,1,22.54642606,88.30000961
33,2002,Afternoon,2,1,22.54644955,88.37470408
33,2016,Night,1,1,22.54644955,88.37470408
30,2003,Night,7,1,22.54645123,88.30189281
31,2002,Evening,1,1,22.54648889,88.30448088
31,2024,Night,3,2,22.54649926,88.32642376
29,2004,Night,7,1,22.5465227,88.25918006
31,2013,Evening,2,1,22.54652966,88.30748008
31,2022,Morning,4,1,22.54654206,88.3091723
31,2006,Afternoon,5,1,22.54654556,88.3095247
33,2001,Night,8,1,22.54655163,88.36663016
33,2003,Afternoon,6,2,22.54655163,88.36663016
31,2019,Evening,5,1,22.54658622,88.31203572
33,2015,Night,3,1,22.54658901,88.36991565
31,2025,Evening,11,6,22.54663765,88.32661141
31,2025,Morning,11,6,22.5466512,88.33399259
34,2022,Afternoon,3,1,22.54665352,88.36029602
34,2021,Morning,2,1,22.54666139,88.3608063
31,2016,Night,10,1,22.54669182,88.31902175
29,2001,Night,7,2,22.54670678,88.26672284
31,2021,Night,6,1,22.54673768,88.32202468
31,2009,Night,8,1,22.5467549,88.32332055
31,2016,Evening,2,1,22.54677709,88.32470455
29,2022,Night,6,1,22.54686878,88.27624749
31,2013,Night,12,1,22.54694991,88.3346057
31,2020,Evening,11,1,22.54694991,88.3346057
30,2014,Morning,8,1,22.54696929,88.29459
34,2022,Afternoon,9,1,22.54699351,88.36169452
29,2010,Afternoon,7,1,22.54700447,88.26308632
29,2012,Afternoon,12,1,22.54700485,88.26301291
29,2012,Morning,12,1,22.54700485,88.26301291
30,2019,Night,1,1,22.54703428,88.30313927
29,2006,Afternoon,11,1,22.54707639,88.26818534
31,2021,Evening,10,1,22.54709973,88.31294388
31,2001,Afternoon,10,1,22.5471246,88.34910241
29,2022,Afternoon,6,1,22.5471295,88.281341
29,2023,Evening,3,1,22.54715327,88.28252681
30,2015,Night,5,1,22.54717007,88.2994591
29,2011,Afternoon,10,1,22.54717892,88.28133781
29,2009,Night,5,1,22.5471865,88.27328475
31,2002,Morning,4,16,22.54718918,88.32659182
31,2023,Evening,1,1,22.54719238,88.35061172
31,2023,Night,1,1,22.54719238,88.35061172
30,2022,Afternoon,11,2,22.54721772,88.28688851
31,2021,Morning,7,1,22.54722617,88.31048959
30,2024,Evening,12,1,22.54722981,88.29213332
33,2002,Night,8,25,22.54725478,88.36740085
30,2023,Morning,6,1,22.54725516,88.29945628
30,2008,Night,9,1,22.54728425,88.29619346
30,2001,Night,3,2,22.54728833,88.2927175
29,2010,Afternoon,11,1,22.54729319,88.27744815
30,2016,Evening,10,1,22.54729805,88.29716996
30,2006,Afternoon,11,1,22.54729823,88.29713693
30,2024,Evening,2,1,22.54733164,88.28354161
34,2019,Afternoon,7,1,22.5473683,88.36278509
34,2024,Night,4,1,22.5473683,88.36278509
34,2022,Night,6,1,22.54737163,88.3631375
34,2023,Afternoon,3,2,22.54738089,88.35801721
29,2022,Night,11,2,22.54742189,88.26536043
30,2001,Evening,12,2,22.54745038,88.29418737
34,2001,Evening,9,1,22.54753699,88.35897324
34,2025,Evening,10,3,22.54759047,88.35965408
33,2002,Night,12,31,22.54760671,88.36871821
31,2021,Evening,6,1,22.54761333,88.3191193
31,2025,Evening,10,7,22.54761642,88.33595136
29,2012,Morning,5,1,22.54762718,88.27452593
29,2015,Morning,5,1,22.54762718,88.27452593
34,2001,Evening,7,1,22.54763188,88.35916515
31,2008,Night,5,1,22.54764562,88.32161927
33,2002,Night,10,29,22.54765021,88.36791286
33,2002,Evening,10,65,22.54772184,88.36729706
31,2025,Afternoon,11,15,22.54787823,88.32590347
31,2002,Afternoon,4,32,22.54787952,88.32204695
31,2010,Night,6,1,22.54789173,88.32272297
33,2025,Morning,11,2,22.54790753,88.37037436
34,2023,Evening,5,1,22.54792024,88.36003087
31,2002,Afternoon,9,69,22.54793758,88.32283759
29,2009,Morning,7,1,22.54795592,88.26584818
33,2002,Evening,4,38,22.54796138,88.36756525
31,2023,Morning,11,35,22.54796278,88.32541643
29,2004,Evening,7,1,22.54798695,88.26828573
33,2002,Morning,4,33,22.54803296,88.36862834
31,2023,Morning,7,3,22.54807196,88.33275068
34,2022,Evening,7,1,22.54813935,88.36190158
34,2018,Evening,12,1,22.54816142,88.36053269
33,2023,Afternoon,6,1,22.54817661,88.37146016
33,2021,Evening,12,1,22.54818374,88.36986354
30,2005,Night,9,1,22.548223,88.29615504
30,2008,Evening,4,1,22.54822763,88.29630925
30,2001,Evening,9,1,22.548231,88.29669103
30,2015,Evening,12,1,22.54823289,88.29684521
34,2007,Afternoon,5,1,22.54825181,88.35513793
31,2025,Night,11,9,22.54825706,88.32650321
31,2002,Evening,6,94,22.54828636,88.32552335
31,2023,Evening,10,43,22.54830101,88.32734556
33,2023,Evening,6,1,22.54832889,88.3730145
33,2023,Morning,6,1,22.54832889,88.3730145
33,2006,Night,1,1,22.54835329,88.36818062
33,2016,Night,2,1,22.54835329,88.36818062
31,2002,Morning,8,44,22.54836197,88.32540501
31,2002,Morning,10,42,22.54838922,88.32651341
34,2016,Afternoon,8,1,22.54839616,88.35893855
31,2002,Night,5,40,22.5484043,88.32441003
31,2006,Night,6,1,22.54840675,88.31184498
31,2024,Night,1,1,22.5484069,88.31181929
31,2002,Evening,4,41,22.54841567,88.32593351
31,2002,Evening,8,91,22.54842183,88.32468538
31,2002,Afternoon,5,69,22.54845574,88.32402796
31,2016,Morning,9,1,22.54845696,88.31411759
34,2023,Evening,3,1,22.5484829,88.35911568
31,2005,Evening,1,1,22.54849511,88.31656994
34,2015,Night,12,1,22.5485154,88.35918577
31,2002,Afternoon,12,53,22.54851655,88.32222908
31,2002,Morning,11,40,22.54853401,88.32757124
33,2002,Night,7,28,22.54854732,88.36860945
34,2022,Night,12,1,22.54855605,88.35927064
30,2023,Afternoon,1,2,22.54857478,88.3014919
34,2002,Morning,2,1,22.54859525,88.35778815
31,2008,Afternoon,10,1,22.54859646,88.32424253
31,2019,Morning,12,1,22.54859821,88.32441507
31,2002,Afternoon,10,45,22.54860084,88.3241574
31,2023,Afternoon,8,5,22.54860655,88.31520707
31,2022,Afternoon,11,5,22.54862252,88.31717263
31,2002,Morning,7,39,22.54863081,88.32668622
31,2002,Night,9,43,22.54864845,88.32510693
31,2025,Night,10,15,22.54866398,88.32978132
31,2011,Evening,12,1,22.54869136,88.32869963
31,2011,Evening,6,1,22.54870142,88.34608006
31,2002,Morning,5,47,22.54871561,88.32675129
31,2002,Night,12,31,22.54871911,88.32125576
31,2002,Afternoon,11,68,22.54872994,88.32464219
31,2023,Evening,9,35,22.54873522,88.3266192
31,2016,Night,9,1,22.54874709,88.35128181
31,2023,Afternoon,12,11,22.54875207,88.32078015
31,2023,Night,9,56,22.54875358,88.32763151
29,2020,Evening,4,1,22.54875583,88.28000595
33,2002,Morning,10,37,22.5487589,88.36850256
31,2023,Morning,10,42,22.54876219,88.32560288
31,2002,Night,8,56,22.54876934,88.32444623
31,2017,Evening,8,1,22.54879324,88.31289136
29,2013,Morning,12,1,22.5487936,88.26048963
31,2022,Evening,12,6,22.54879857,88.34570472
31,2002,Evening,7,114,22.54880055,88.32607261
31,2002,Afternoon,6,65,22.54881756,88.32502309
31,2007,Morning,3,1,22.54882596,88.34636403
31,2019,Evening,9,1,22.54884512,88.31534753
29,2015,Evening,12,1,22.54886453,88.26579802
31,2002,Morning,6,41,22.54887909,88.32630609
29,2013,Evening,7,1,22.54889689,88.26798601
33,2002,Night,6,34,22.54896497,88.36977231
33,2002,Night,4,11,22.54897807,88.36731524
31,2001,Afternoon,9,2,22.54898281,88.35018148
31,2023,Morning,12,10,22.5490138,88.32686806
29,2021,Night,9,2,22.54903708,88.28128237
31,2023,Evening,7,2,22.54903764,88.3216666
29,2008,Night,4,1,22.54909097,88.28349261
29,2025,Evening,9,1,22.54909198,88.28127923
31,2002,Night,6,56,22.54909234,88.32572758
31,2002,Evening,5,95,22.54909796,88.32590434
31,2002,Evening,9,91,22.54910456,88.32645319
31,2002,Night,7,64,22.54912151,88.32716355
31,2002,Morning,9,40,22.54912866,88.32507421
31,2025,Morning,10,11,22.54913537,88.33345757
29,2022,Afternoon,10,1,22.54914039,88.28348942
31,2023,Morning,9,25,22.54914562,88.32995019
29,2014,Night,10,1,22.54915862,88.26153184
29,2010,Afternoon,3,1,22.54916061,88.28127622
31,2002,Afternoon,3,1,22.54916939,88.31043953
29,2010,Evening,3,1,22.54918087,88.28714577
29,2005,Afternoon,11,1,22.54921252,88.25909503
29,2013,Morning,5,1,22.54921497,88.28592378
29,2012,Morning,9,1,22.54922273,88.28348655
31,2002,Afternoon,7,89,22.54923553,88.3279127
31,2023,Night,11,36,22.54923825,88.32532503
29,2014,Evening,12,1,22.54925296,88.28246641
31,2001,Afternoon,12,1,22.54926244,88.31386885
31,2002,Evening,10,72,22.54927558,88.32627077
31,2023,Night,12,17,22.54928739,88.3328731
31,2002,Afternoon,8,62,22.54928832,88.32514494
31,2024,Night,12,1,22.54929386,88.3251307
31,2025,Afternoon,10,15,22.54931626,88.32850338
31,2023,Night,10,59,22.54931933,88.33458027
29,2019,Afternoon,11,1,22.54932707,88.28246345
29,2004,Evening,3,1,22.54938829,88.28835911
31,2012,Morning,1,1,22.54939972,88.3389371
29,2004,Afternoon,3,1,22.54941433,88.26038899
31,2023,Evening,11,35,22.54942656,88.32663651
33,2002,Evening,5,63,22.54943498,88.36862254
29,2001,Afternoon,8,1,22.54943887,88.28713728
31,2019,Night,9,1,22.54944768,88.31939139
31,2006,Evening,9,1,22.54945216,88.31956763
31,2002,Evening,12,66,22.5494546,88.32533523
30,2019,Morning,7,1,22.54945917,88.29939012
33,2023,Evening,7,1,22.54946367,88.36656676
29,2003,Night,3,1,22.54948107,88.26545145
29,2005,Morning,11,1,22.54948248,88.26570474
31,2002,Night,11,31,22.54948324,88.3258861
29,2003,Afternoon,12,1,22.54950193,88.2672209
31,2025,Afternoon,6,1,22.54950441,88.32383714
31,2002,Morning,12,27,22.54950957,88.323894
31,2010,Afternoon,4,1,22.5495171,88.32496416
29,2009,Evening,6,1,22.5495192,88.28245797
33,2002,Afternoon,12,44,22.54959081,88.36825958
31,2023,Evening,12,11,22.54963091,88.32887016
33,2016,Evening,7,1,22.54963349,88.37460737
31,2001,Night,2,1,22.54963842,88.3314735
31,2013,Morning,3,1,22.54964067,88.33155795
33,2002,Morning,5,39,22.54964313,88.36915573
33,2007,Afternoon,5,1,22.54966799,88.36814739
31,2023,Afternoon,9,41,22.54967117,88.32846488
31,2002,Evening,11,51,22.54967672,88.32687367
31,2002,Night,4,10,22.5496834,88.33616652
33,2002,Night,5,28,22.54972927,88.36956179
31,2001,Evening,1,1,22.54975442,88.34206459
31,2002,Night,10,49,22.54975635,88.32396723
31,2022,Afternoon,12,5,22.54976285,88.32998821
33,2002,Night,2,2,22.54979491,88.36870492
31,2023,Evening,2,3,22.54981787,88.32337805
29,2017,Night,9,2,22.54982583,88.27229941
31,2023,Afternoon,11,45,22.54983615,88.32710973
31,2023,Afternoon,10,38,22.54983729,88.32587731
29,2025,Night,9,1,22.54988256,88.28427481
34,2015,Evening,7,1,22.54989561,88.36146194
29,2022,Evening,9,2,22.54995144,88.26626562
33,2002,Morning,9,49,22.54996574,88.36993697
33,2002,Morning,6,37,22.54997501,88.36966027
31,2022,Night,9,1,22.5499816,88.33050803
29,2008,Afternoon,7,1,22.55000126,88.29417213
33,2001,Morning,4,1,22.55000799,88.36462362
31,2025,Afternoon,5,1,22.55001436,88.33053774
33,2022,Evening,12,1,22.55002032,88.37197246
33,2002,Evening,11,48,22.5500422,88.36740794
29,2015,Afternoon,4,1,22.5500743,88.28180997
33,2002,Evening,12,33,22.55009137,88.36830311
33,2002,Afternoon,6,44,22.550184,88.37121601
31,2007,Morning,6,1,22.55019568,88.33891615
31,2003,Evening,2,1,22.55021881,88.30927186
29,2020,Morning,8,1,22.55022706,88.26761685
33,2002,Evening,9,58,22.55023369,88.36894931
31,2010,Night,10,1,22.55026875,88.33489751
31,2009,Evening,2,1,22.55026942,88.33244182
33,2002,Afternoon,4,24,22.55027651,88.36890559
31,2014,Evening,10,1,22.55029749,88.31426848
31,2022,Morning,7,1,22.55030492,88.34547685
29,2017,Night,6,1,22.55039824,88.26115802
29,2009,Evening,9,3,22.55040126,88.26475694
33,2023,Night,8,2,22.55040287,88.36846566
33,2002,Night,11,23,22.5504171,88.36902452
31,2003,Evening,1,1,22.5504196,88.32407785
31,2012,Afternoon,10,1,22.55042011,88.32398976
29,2020,Afternoon,5,1,22.55043852,88.26394447
29,2019,Morning,9,1,22.55046047,88.26394468
29,2019,Morning,6,1,22.55046596,88.26394473
33,2025,Morning,10,9,22.55051733,88.36950676
33,2002,Afternoon,10,50,22.55052107,88.36898513
33,2002,Evening,8,55,22.55052292,88.36883209
29,2009,Morning,3,1,22.55053192,88.27735448
29,2001,Evening,3,1,22.55054611,88.27007191
29,2003,Afternoon,5,1,22.55054898,88.26641957
29,2010,Afternoon,9,1,22.55055661,88.27735472
29,2018,Afternoon,5,1,22.55057564,88.26760547
33,2002,Afternoon,8,56,22.55058333,88.36891415
29,2006,Evening,5,1,22.55059563,88.27979245
33,2021,Afternoon,1,1,22.55060548,88.36653527
33,2022,Night,1,1,22.55060665,88.36812838
31,2002,Morning,1,1,22.55060985,88.33569397
33,2002,Evening,7,59,22.55066528,88.36874901
33,2022,Afternoon,1,1,22.55068411,88.36980675
33,2002,Morning,12,38,22.55070309,88.36811433
33,2012,Morning,9,1,22.55071801,88.36653284
31,2023,Evening,8,2,22.55076396,88.34279495
33,2024,Morning,3,1,22.55079497,88.37140474
29,2020,Afternoon,8,1,22.55082378,88.28831442
29,2016,Morning,10,2,22.55082393,88.26576383
29,2002,Afternoon,1,2,22.55085308,88.26308317
29,2017,Afternoon,9,1,22.55085357,88.28587368
29,2014,Evening,8,1,22.55089468,88.29934201
29,2016,Evening,6,3,22.55089529,88.27567626
29,2001,Night,3,1,22.55090877,88.26114077
33,2002,Afternoon,11,40,22.55092671,88.36862263
29,2006,Night,3,2,22.55093677,88.28039057
29,2021,Afternoon,5,2,22.55097523,88.28569692
31,2023,Night,8,3,22.55100695,88.32847291
33,2002,Night,9,30,22.55104201,88.36835605
31,2005,Morning,7,1,22.55105443,88.332417
33,2002,Morning,8,45,22.55105635,88.36939396
31,2025,Morning,9,2,22.55109181,88.3360474
33,2025,Evening,10,11,22.55109771,88.37081501
29,2002,Afternoon,2,2,22.55112758,88.27185096
31,2004,Evening,2,1,22.55115105,88.32996963
31,2003,Evening,8,1,22.55115432,88.30932169
31,2005,Evening,12,1,22.55115565,88.30957132
31,2021,Afternoon,11,1,22.55117441,88.34278445
29,2017,Morning,12,2,22.55117561,88.27317438
33,2002,Afternoon,9,57,22.55120394,88.36921963
31,2002,Night,3,2,22.55121048,88.31441727
31,2001,Morning,6,1,22.55121363,88.33241133
29,2023,Afternoon,1,2,22.55122751,88.2768475
29,2008,Night,9,1,22.55123227,88.29933436
31,2009,Night,6,1,22.55123416,88.31652085
31,2004,Afternoon,6,2,22.55129052,88.32958381
33,2023,Afternoon,7,4,22.55130573,88.37321819
31,2024,Night,11,1,22.55133984,88.32486924
31,2017,Evening,7,1,22.55135705,88.32616153
31,2012,Evening,9,1,22.55136107,88.32641485
29,2017,Evening,7,2,22.55142999,88.27489112
33,2002,Afternoon,7,55,22.55144676,88.36952882
29,2021,Night,7,2,22.55146257,88.2669627
29,2008,Evening,11,1,22.55148204,88.29932583
29,2020,Night,8,1,22.55153489,88.26835971
31,2012,Night,7,1,22.55154446,88.3437795
33,2002,Morning,7,40,22.55162522,88.36964755
31,2006,Morning,1,1,22.55167819,88.32757076
29,2022,Afternoon,12,4,22.55174953,88.27271061
33,2023,Morning,11,30,22.5517973,88.36918542
31,2016,Night,8,1,22.55179762,88.33484383
31,2021,Night,10,1,22.55180718,88.32756843
33,2025,Afternoon,10,17,22.55182016,88.36931743
33,2023,Afternoon,4,2,22.55183917,88.3665103
33,2023,Night,9,34,22.55185059,88.36949448
33,2025,Evening,11,7,22.55187869,88.36941462
29,2008,Evening,1,1,22.55190158,88.29889318
33,2022,Morning,12,3,22.55191498,88.37458268
29,2023,Night,2,1,22.5519216,88.30022588
29,2016,Afternoon,8,2,22.55193143,88.26856259
34,2021,Morning,9,1,22.55193518,88.36181458
33,2016,Morning,8,1,22.55194665,88.36977665
29,2019,Morning,5,2,22.55194698,88.28706801
29,2002,Night,2,2,22.55197224,88.27461345
33,2023,Night,10,23,22.55198335,88.36939094
33,2015,Afternoon,9,1,22.55199544,88.36809597
33,2002,Evening,6,42,22.55200677,88.36868842
33,2023,Evening,10,45,22.55203736,88.36862276
33,2023,Afternoon,11,32,22.55205578,88.36849909
33,2002,Evening,2,1,22.55206192,88.36977426
31,2003,Morning,11,1,22.55207856,88.33886264
31,2023,Night,5,1,22.55209139,88.31151897
33,2025,Night,10,8,22.55213761,88.36839028
31,2009,Evening,11,1,22.55215019,88.31661831
31,2020,Evening,7,1,22.55215571,88.3170919
31,2004,Morning,11,1,22.55218373,88.31938645
31,2022,Night,12,1,22.55220734,88.32148639
31,2001,Morning,8,1,22.55228907,88.3500535
33,2023,Afternoon,9,34,22.55230612,88.37018721
31,2022,Evening,5,1,22.55231686,88.32864194
31,2020,Afternoon,9,1,22.55232023,88.32900539
31,2006,Afternoon,12,1,22.55232227,88.32912654
31,2024,Evening,3,1,22.55234658,88.33060614
31,2005,Morning,3,1,22.55235281,88.34213624
31,2001,Morning,7,1,22.55235518,88.33802495
31,2020,Night,5,1,22.55236227,88.3547566
31,2009,Evening,7,1,22.55236662,88.33187278
29,2023,Night,8,7,22.5523759,88.27160896
31,2009,Night,7,1,22.55240022,88.3489094
33,2002,Afternoon,5,69,22.55241554,88.37033694
31,2006,Evening,5,1,22.55248765,88.33929278
31,2015,Night,9,1,22.55248765,88.33929278
33,2002,Morning,11,28,22.552506,88.36973181
29,2016,Night,12,1,22.5525273,88.27729657
31,2015,Night,5,1,22.55252838,88.34260797
31,2023,Evening,5,1,22.55252838,88.34260797
29,2015,Afternoon,8,1,22.55252936,88.27126541
29,2015,Evening,8,1,22.55252936,88.27126541
29,2015,Evening,6,2,22.55261477,88.27117114
29,2013,Evening,12,1,22.5526717,88.27851301
31,2023,Night,7,2,22.55267196,88.34285535
29,2009,Morning,6,1,22.55267629,88.26632219
29,2017,Evening,5,1,22.55268598,88.28095425
31,2018,Afternoon,12,1,22.55271814,88.34989292
29,2016,Afternoon,6,1,22.55272539,88.27000818
29,2021,Evening,12,1,22.55276412,88.26631935
29,2010,Evening,4,2,22.55276592,88.26753809
33,2023,Afternoon,12,11,22.55277143,88.36928691
